0.0828 1 0 0.01 0.025
0.0829 1 0 0.01 0.025
0.083 1 0 0.01 0.025
0.0831 1 0 0.01 0.025
0.0832 1 0 0.01 0.025
0.0833 1 0 0.01 0.025
0.0834 1 0 0.01 0.025
0.0835 1 0 0.01 0.025
0.0836 1 0 0.01 0.025
0.0837 1 0 0.01 0.025
0.0838 1 0 0.01 0.025
0.0839 1 0 0.01 0.025
0.084 1 0 0.01 0.025
0.0841 1 0 0.01 0.025
0.0842 1 0 0.01 0.025
0.0843 1 0 0.01 0.025
0.0844 1 0 0.01 0.025
0.0845 1 0 0.01 0.025
0.0846 1 0 0.01 0.025
0.0847 1 0 0.01 0.025
0.0848 1 0 0.01 0.025
0.0849 1 0 0.01 0.025
0.085 1 0 0.01 0.025
0.0851 1 0 0.01 0.025
0.0852 1 0 0.01 0.025
0.0853 1 0 0.01 0.025
0.0854 1 0 0.01 0.025
0.0855 1 0 0.01 0.025
0.0856 1 0 0.01 0.025
0.0857 1 0 0.01 0.025
0.0858 1 0 0.01 0.025
0.0859 1 0 0.01 0.025
0.086 1 0 0.01 0.025
0.0861 1 0 0.01 0.025
0.0862 1 0 0.01 0.025
0.0863 1 0 0.01 0.025
0.0864 1 0 0.01 0.025
0.0865 1 0 0.01 0.025
0.0866 1 0 0.01 0.025
0.0867 1 0 0.01 0.025
0.0868 1 0 0.01 0.025
0.0869 1 0 0.01 0.025
0.087 1 0 0.01 0.025
0.0871 1 0 0.01 0.025
0.0872 1 0 0.01 0.025
0.0873 1 0 0.01 0.025
0.0874 1 0 0.01 0.025
0.0875 1 0 0.01 0.025
0.0876 1 0 0.01 0.025
0.0877 1 0 0.01 0.025
0.0878 1 0 0.01 0.025
0.0879 1 0 0.01 0.025
0.088 1 0 0.01 0.025
0.0881 1 0 0.01 0.025
0.0882 1 0 0.01 0.025
0.0883 1 0 0.01 0.025
0.0884 1 0 0.01 0.025
0.0885 1 0 0.01 0.025
0.0886 1 0 0.01 0.025
0.0887 1 0 0.01 0.025
0.0888 1 0 0.01 0.025
0.0889 1 0 0.01 0.025
0.089 1 0 0.01 0.025
0.0891 1 0 0.01 0.025
0.0892 1 0 0.01 0.025
0.0893 1 0 0.01 0.025
0.0894 1 0 0.01 0.025
0.0895 1 0 0.01 0.025
0.0896 1 0 0.01 0.025
0.0897 1 0 0.01 0.025
0.0898 1 0 0.01 0.025
0.0899 1 0 0.01 0.025
0.09 1 0 0.01 0.025
0.0901 1 0 0.01 0.025
0.0902 1 0 0.01 0.025
0.0903 1 0 0.01 0.025
0.0904 1 0 0.01 0.025
0.0905 1 0 0.01 0.025
0.0906 1 0 0.01 0.025
0.0907 1 0 0.01 0.025
0.0908 1 0 0.01 0.025
0.0909 1 0 0.01 0.025
0.091 1 0 0.01 0.025
0.0911 1 0 0.01 0.025
0.0912 1 0 0.01 0.025
0.0913 1 0 0.01 0.025
0.0914 1 0 0.01 0.025
0.0915 1 0 0.01 0.025
0.0916 1 0 0.01 0.025
0.0917 1 0 0.01 0.025
0.0918 1 0 0.01 0.025
0.0919 1 0 0.01 0.025
0.092 1 0 0.01 0.025
0.0921 1 0 0.01 0.025
0.0922 1 0 0.01 0.025
0.0923 1 0 0.01 0.025
0.0924 1 0 0.01 0.025
0.0925 1 0 0.01 0.025
0.0926 1 0 0.01 0.025
0.0927 1 0 0.01 0.025
0.0928 1 0 0.01 0.025
0.0929 1 0 0.01 0.025
0.093 1 0 0.01 0.025
0.0931 1 0 0.01 0.025
0.0932 1 0 0.01 0.025
0.0933 1 0 0.01 0.025
0.0934 1 0 0.01 0.025
0.0935 1 0 0.01 0.025
0.0936 1 0 0.01 0.025
0.0937 1 0 0.01 0.025
0.0938 1 0 0.01 0.025
0.0939 1 0 0.01 0.025
0.094 1 0 0.01 0.025
0.0941 1 0 0.01 0.025
0.0942 1 0 0.01 0.025
0.0943 1 0 0.01 0.025
0.0944 1 0 0.01 0.025
0.0945 1 0 0.01 0.025
0.0946 1 0 0.01 0.025
0.0947 1 0 0.01 0.025
0.0948 1 0 0.01 0.025
0.0949 1 0 0.01 0.025
0.095 1 0 0.01 0.025
0.0951 1 0 0.01 0.025
0.0952 1 0 0.01 0.025
0.0953 1 0 0.01 0.025
0.0954 1 0 0.01 0.025
0.0955 1 0 0.01 0.025
0.0956 1 0 0.01 0.025
0.0957 1 0 0.01 0.025
0.0958 1 0 0.01 0.025
0.0959 1 0 0.01 0.025
0.096 1 0 0.01 0.025
0.0961 1 0 0.01 0.025
0.0962 1 0 0.01 0.025
0.0963 1 0 0.01 0.025
0.0964 1 0 0.01 0.025
0.0965 1 0 0.01 0.025
0.0966 1 0 0.01 0.025
0.0967 1 0 0.01 0.025
0.0968 1 0 0.01 0.025
0.0969 1 0 0.01 0.025
0.097 1 0 0.01 0.025
0.0971 1 0 0.01 0.025
0.0972 1 0 0.01 0.025
0.0973 1 0 0.01 0.025
0.0974 1 0 0.01 0.025
0.0975 1 0 0.01 0.025
0.0976 1 0 0.01 0.025
0.0977 1 0 0.01 0.025
0.0978 1 0 0.01 0.025
0.0979 1 0 0.01 0.025
0.098 1 0 0.01 0.025
0.0981 1 0 0.01 0.025
0.0982 1 0 0.01 0.025
0.0983 1 0 0.01 0.025
0.0984 1 0 0.01 0.025
0.0985 1 0 0.01 0.025
0.0986 1 0 0.01 0.025
0.0987 1 0 0.01 0.025
0.0988 1 0 0.01 0.025
0.0989 1 0 0.01 0.025
0.099 1 0 0.01 0.025
0.0991 1 0 0.01 0.025
0.0992 1 0 0.01 0.025
0.0993 1 0 0.01 0.025
0.0994 1 0 0.01 0.025
0.0995 1 0 0.01 0.025
0.0996 1 0 0.01 0.025
0.0997 1 0 0.01 0.025
0.0998 1 0 0.01 0.025
0.0999 1 0 0.01 0.025
0.1 1 0 0.01 0.025
0.1001 1 0 0.01 0.025
0.1002 1 0 0.01 0.025
0.1003 1 0 0.01 0.025
0.1004 1 0 0.01 0.025
0.1005 1 0 0.01 0.025
0.1006 1 0 0.01 0.025
0.1007 1 0 0.01 0.025
0.1008 1 0 0.01 0.025
0.1009 1 0 0.01 0.025
0.101 1 0 0.01 0.025
0.1011 1 0 0.01 0.025
0.1012 1 0 0.01 0.025
0.1013 1 0 0.01 0.025
0.1014 1 0 0.01 0.025
0.1015 1 0 0.01 0.025
0.1016 1 0 0.01 0.025
0.1017 1 0 0.01 0.025
0.1018 1 0 0.01 0.025
0.1019 1 0 0.01 0.025
0.102 1 0 0.01 0.025
0.1021 1 0 0.01 0.025
0.1022 1 0 0.01 0.025
0.1023 1 0 0.01 0.025
0.1024 1 0 0.01 0.025
0.1025 1 0 0.01 0.025
0.1026 1 0 0.01 0.025
0.1027 1 0 0.01 0.025
0.1028 1 0 0.01 0.025
0.1029 1 0 0.01 0.025
0.103 1 0 0.01 0.025
0.1031 1 0 0.01 0.025
0.1032 1 0 0.01 0.025
0.1033 1 0 0.01 0.025
0.1034 1 0 0.01 0.025
0.1035 1 0 0.01 0.025
0.1036 1 0 0.01 0.025
0.1037 1 0 0.01 0.025
0.1038 1 0 0.01 0.025
0.1039 1 0 0.01 0.025
0.104 1 0 0.01 0.025
0.1041 1 0 0.01 0.025
0.1042 1 0 0.01 0.025
0.1043 1 0 0.01 0.025
0.1044 1 0 0.01 0.025
0.1045 1 0 0.01 0.025
0.1046 1 0 0.01 0.025
0.1047 1 0 0.01 0.025
0.1048 1 0 0.01 0.025
0.1049 1 0 0.01 0.025
0.105 1 0 0.01 0.025
0.1051 1 0 0.01 0.025
0.1052 1 0 0.01 0.025
0.1053 1 0 0.01 0.025
0.1054 1 0 0.01 0.025
0.1055 1 0 0.01 0.025
0.1056 1 0 0.01 0.025
0.1057 1 0 0.01 0.025
0.1058 1 0 0.01 0.025
0.1059 1 0 0.01 0.025
0.106 1 0 0.01 0.025
0.1061 1 0 0.01 0.025
0.1062 1 0 0.01 0.025
0.1063 1 0 0.01 0.025
0.1064 1 0 0.01 0.025
0.1065 1 0 0.01 0.025
0.1066 1 0 0.01 0.025
0.1067 1 0 0.01 0.025
0.1068 1 0 0.01 0.025
0.1069 1 0 0.01 0.025
0.107 1 0 0.01 0.025
0.1071 1 0 0.01 0.025
0.1072 1 0 0.01 0.025
0.1073 1 0 0.01 0.025
0.1074 1 0 0.01 0.025
0.1075 1 0 0.01 0.025
0.1076 1 0 0.01 0.025
0.1077 1 0 0.01 0.025
0.1078 1 0 0.01 0.025
0.1079 1 0 0.01 0.025
0.108 1 0 0.01 0.025
0.1081 1 0 0.01 0.025
0.1082 1 0 0.01 0.025
0.1083 1 0 0.01 0.025
0.1084 1 0 0.01 0.025
0.1085 1 0 0.01 0.025
0.1086 1 0 0.01 0.025
0.1087 1 0 0.01 0.025
0.1088 1 0 0.01 0.025
0.1089 1 0 0.01 0.025
0.109 1 0 0.01 0.025
0.1091 1 0 0.01 0.025
0.1092 1 0 0.01 0.025
0.1093 1 0 0.01 0.025
0.1094 1 0 0.01 0.025
0.1095 1 0 0.01 0.025
0.1096 1 0 0.01 0.025
0.1097 1 0 0.01 0.025
0.1098 1 0 0.01 0.025
0.1099 1 0 0.01 0.025
0.11 1 0 0.01 0.025
0.1101 1 0 0.01 0.025
0.1102 1 0 0.01 0.025
0.1103 1 0 0.01 0.025
0.1104 1 0 0.01 0.025
0.1105 1 0 0.01 0.025
0.1106 1 0 0.01 0.025
0.1107 1 0 0.01 0.025
0.1108 1 0 0.01 0.025
0.1109 1 0 0.01 0.025
0.111 1 0 0.01 0.025
0.1111 1 0 0.01 0.025
0.1112 1 0 0.01 0.025
0.1113 1 0 0.01 0.025
0.1114 1 0 0.01 0.025
0.1115 1 0 0.01 0.025
0.1116 1 0 0.01 0.025
0.1117 1 0 0.01 0.025
0.1118 1 0 0.01 0.025
0.1119 1 0 0.01 0.025
0.112 1 0 0.01 0.025
0.1121 1 0 0.01 0.025
0.1122 1 0 0.01 0.025
0.1123 1 0 0.01 0.025
0.1124 1 0 0.01 0.025
0.1125 1 0 0.01 0.025
0.1126 1 0 0.01 0.025
0.1127 1 0 0.01 0.025
0.1128 1 0 0.01 0.025
0.1129 1 0 0.01 0.025
0.113 1 0 0.01 0.025
0.1131 1 0 0.01 0.025
0.1132 1 0 0.01 0.025
0.1133 1 0 0.01 0.025
0.1134 1 0 0.01 0.025
0.1135 1 0 0.01 0.025
0.1136 1 0 0.01 0.025
0.1137 1 0 0.01 0.025
0.1138 1 0 0.01 0.025
0.1139 1 0 0.01 0.025
0.114 1 0 0.01 0.025
0.1141 1 0 0.01 0.025
0.1142 1 0 0.01 0.025
0.1143 1 0 0.01 0.025
0.1144 1 0 0.01 0.025
0.1145 1 0 0.01 0.025
0.1146 1 0 0.01 0.025
0.1147 1 0 0.01 0.025
0.1148 1 0 0.01 0.025
0.1149 1 0 0.01 0.025
0.115 1 0 0.01 0.025
0.1151 1 0 0.01 0.025
0.1152 1 0 0.01 0.025
0.1153 1 0 0.01 0.025
0.1154 1 0 0.01 0.025
0.1155 1 0 0.01 0.025
0.1156 1 0 0.01 0.025
0.1157 1 0 0.01 0.025
0.1158 1 0 0.01 0.025
0.1159 1 0 0.01 0.025
0.116 1 0 0.01 0.025
0.1161 1 0 0.01 0.025
0.1162 1 0 0.01 0.025
0.1163 1 0 0.01 0.025
0.1164 1 0 0.01 0.025
0.1165 1 0 0.01 0.025
0.1166 1 0 0.01 0.025
0.1167 1 0 0.01 0.025
0.1168 1 0 0.01 0.025
0.1169 1 0 0.01 0.025
0.117 1 0 0.01 0.025
0.1171 1 0 0.01 0.025
0.1172 1 0 0.01 0.025
0.1173 1 0 0.01 0.025
0.1174 1 0 0.01 0.025
0.1175 1 0 0.01 0.025
0.1176 1 0 0.01 0.025
0.1177 1 0 0.01 0.025
0.1178 1 0 0.01 0.025
0.1179 1 0 0.01 0.025
0.118 1 0 0.01 0.025
0.1181 1 0 0.01 0.025
0.1182 1 0 0.01 0.025
0.1183 1 0 0.01 0.025
0.1184 1 0 0.01 0.025
0.1185 1 0 0.01 0.025
0.1186 1 0 0.01 0.025
0.1187 1 0 0.01 0.025
0.1188 1 0 0.01 0.025
0.1189 1 0 0.01 0.025
0.119 1 0 0.01 0.025
0.1191 1 0 0.01 0.025
0.1192 1 0 0.01 0.025
0.1193 1 0 0.01 0.025
0.1194 1 0 0.01 0.025
0.1195 1 0 0.01 0.025
0.1196 1 0 0.01 0.025
0.1197 1 0 0.01 0.025
0.1198 1 0 0.01 0.025
0.1199 1 0 0.01 0.025
0.12 1 0 0.01 0.025
0.1201 1 0 0.01 0.025
0.1202 1 0 0.01 0.025
0.1203 1 0 0.01 0.025
0.1204 1 0 0.01 0.025
0.1205 1 0 0.01 0.025
0.1206 1 0 0.01 0.025
0.1207 1 0 0.01 0.025
0.1208 1 0 0.01 0.025
0.1209 1 0 0.01 0.025
0.121 1 0 0.01 0.025
0.1211 1 0 0.01 0.025
0.1212 1 0 0.01 0.025
0.1213 1 0 0.01 0.025
0.1214 1 0 0.01 0.025
0.1215 1 0 0.01 0.025
0.1216 1 0 0.01 0.025
0.1217 1 0 0.01 0.025
0.1218 1 0 0.01 0.025
0.1219 1 0 0.01 0.025
0.122 1 0 0.01 0.025
0.1221 1 0 0.01 0.025
0.1222 1 0 0.01 0.025
0.1223 1 0 0.01 0.025
0.1224 1 0 0.01 0.025
0.1225 1 0 0.01 0.025
0.1226 1 0 0.01 0.025
0.1227 1 0 0.01 0.025
0.1228 1 0 0.01 0.025
0.1229 1 0 0.01 0.025
0.123 1 0 0.01 0.025
0.1231 1 0 0.01 0.025
0.1232 1 0 0.01 0.025
0.1233 1 0 0.01 0.025
0.1234 1 0 0.01 0.025
0.1235 1 0 0.01 0.025
0.1236 1 0 0.01 0.025
0.1237 1 0 0.01 0.025
0.1238 1 0 0.01 0.025
0.1239 1 0 0.01 0.025
0.124 1 0 0.01 0.025
0.1241 1 0 0.01 0.025
0.1242 1 0 0.01 0.025
0.1243 1 0 0.01 0.025
0.1244 1 0 0.01 0.025
0.1245 1 0 0.01 0.025
0.1246 1 0 0.01 0.025
0.1247 1 0 0.01 0.025
0.1248 1 0 0.01 0.025
0.1249 1 0 0.01 0.025
0.125 1 0 0.01 0.025
0.1251 1 0 0.01 0.025
0.1252 1 0 0.01 0.025
0.1253 1 0 0.01 0.025
0.1254 1 0 0.01 0.025
0.1255 1 0 0.01 0.025
0.1256 1 0 0.01 0.025
0.1257 1 0 0.01 0.025
0.1258 1 0 0.01 0.025
0.1259 1 0 0.01 0.025
0.126 1 0 0.01 0.025
0.1261 1 0 0.01 0.025
0.1262 1 0 0.01 0.025
0.1263 1 0 0.01 0.025
0.1264 1 0 0.01 0.025
0.1265 1 0 0.01 0.025
0.1266 1 0 0.01 0.025
0.1267 1 0 0.01 0.025
0.1268 1 0 0.01 0.025
0.1269 1 0 0.01 0.025
0.127 1 0 0.01 0.025
0.1271 1 0 0.01 0.025
0.1272 1 0 0.01 0.025
0.1273 1 0 0.01 0.025
0.1274 1 0 0.01 0.025
0.1275 1 0 0.01 0.025
0.1276 1 0 0.01 0.025
0.1277 1 0 0.01 0.025
0.1278 1 0 0.01 0.025
0.1279 1 0 0.01 0.025
0.128 1 0 0.01 0.025
0.1281 1 0 0.01 0.025
0.1282 1 0 0.01 0.025
0.1283 1 0 0.01 0.025
0.1284 1 0 0.01 0.025
0.1285 1 0 0.01 0.025
0.1286 1 0 0.01 0.025
0.1287 1 0 0.01 0.025
0.1288 1 0 0.01 0.025
0.1289 1 0 0.01 0.025
0.129 1 0 0.01 0.025
0.1291 1 0 0.01 0.025
0.1292 1 0 0.01 0.025
0.1293 1 0 0.01 0.025
0.1294 1 0 0.01 0.025
0.1295 1 0 0.01 0.025
0.1296 1 0 0.01 0.025
0.1297 1 0 0.01 0.025
0.1298 1 0 0.01 0.025
0.1299 1 0 0.01 0.025
0.13 1 0 0.01 0.025
0.1301 1 0 0.01 0.025
0.1302 1 0 0.01 0.025
0.1303 1 0 0.01 0.025
0.1304 1 0 0.01 0.025
0.1305 1 0 0.01 0.025
0.1306 1 0 0.01 0.025
0.1307 1 0 0.01 0.025
0.1308 1 0 0.01 0.025
0.1309 1 0 0.01 0.025
0.131 1 0 0.01 0.025
0.1311 1 0 0.01 0.025
0.1312 1 0 0.01 0.025
0.1313 1 0 0.01 0.025
0.1314 1 0 0.01 0.025
0.1315 1 0 0.01 0.025
0.1316 1 0 0.01 0.025
0.1317 1 0 0.01 0.025
0.1318 1 0 0.01 0.025
0.1319 1 0 0.01 0.025
0.132 1 0 0.01 0.025
0.1321 1 0 0.01 0.025
0.1322 1 0 0.01 0.025
0.1323 1 0 0.01 0.025
0.1324 1 0 0.01 0.025
0.1325 1 0 0.01 0.025
0.1326 1 0 0.01 0.025
0.1327 1 0 0.01 0.025
0.1328 1 0 0.01 0.025
0.1329 1 0 0.01 0.025
0.133 1 0 0.01 0.025
0.1331 1 0 0.01 0.025
0.1332 1 0 0.01 0.025
0.1333 1 0 0.01 0.025
0.1334 1 0 0.01 0.025
0.1335 1 0 0.01 0.025
0.1336 1 0 0.01 0.025
0.1337 1 0 0.01 0.025
0.1338 1 0 0.01 0.025
0.1339 1 0 0.01 0.025
0.134 1 0 0.01 0.025
0.1341 1 0 0.01 0.025
0.1342 1 0 0.01 0.025
0.1343 1 0 0.01 0.025
0.1344 1 0 0.01 0.025
0.1345 1 0 0.01 0.025
0.1346 1 0 0.01 0.025
0.1347 1 0 0.01 0.025
0.1348 1 0 0.01 0.025
0.1349 1 0 0.01 0.025
0.135 1 0 0.01 0.025
0.1351 1 0 0.01 0.025
0.1352 1 0 0.01 0.025
0.1353 1 0 0.01 0.025
0.1354 1 0 0.01 0.025
0.1355 1 0 0.01 0.025
0.1356 1 0 0.01 0.025
0.1357 1 0 0.01 0.025
0.1358 1 0 0.01 0.025
0.1359 1 0 0.01 0.025
0.136 1 0 0.01 0.025
0.1361 1 0 0.01 0.025
0.1362 1 0 0.01 0.025
0.1363 1 0 0.01 0.025
0.1364 1 0 0.01 0.025
0.1365 1 0 0.01 0.025
0.1366 1 0 0.01 0.025
0.1367 1 0 0.01 0.025
0.1368 1 0 0.01 0.025
0.1369 1 0 0.01 0.025
0.137 1 0 0.01 0.025
0.1371 1 0 0.01 0.025
0.1372 1 0 0.01 0.025
0.1373 1 0 0.01 0.025
0.1374 1 0 0.01 0.025
0.1375 1 0 0.01 0.025
0.1376 1 0 0.01 0.025
0.1377 1 0 0.01 0.025
0.1378 1 0 0.01 0.025
0.1379 1 0 0.01 0.025
0.138 1 0 0.01 0.025
0.1381 1 0 0.01 0.025
0.1382 1 0 0.01 0.025
0.1383 1 0 0.01 0.025
0.1384 1 0 0.01 0.025
0.1385 1 0 0.01 0.025
0.1386 1 0 0.01 0.025
0.1387 1 0 0.01 0.025
0.1388 1 0 0.01 0.025
0.1389 1 0 0.01 0.025
0.139 1 0 0.01 0.025
0.1391 1 0 0.01 0.025
0.1392 1 0 0.01 0.025
0.1393 1 0 0.01 0.025
0.1394 1 0 0.01 0.025
0.1395 1 0 0.01 0.025
0.1396 1 0 0.01 0.025
0.1397 1 0 0.01 0.025
0.1398 1 0 0.01 0.025
0.1399 1 0 0.01 0.025
0.14 1 0 0.01 0.025
0.1401 1 0 0.01 0.025
0.1402 1 0 0.01 0.025
0.1403 1 0 0.01 0.025
0.1404 1 0 0.01 0.025
0.1405 1 0 0.01 0.025
0.1406 1 0 0.01 0.025
0.1407 1 0 0.01 0.025
0.1408 1 0 0.01 0.025
0.1409 1 0 0.01 0.025
0.141 1 0 0.01 0.025
0.1411 1 0 0.01 0.025
0.1412 1 0 0.01 0.025
0.1413 1 0 0.01 0.025
0.1414 1 0 0.01 0.025
0.1415 1 0 0.01 0.025
0.1416 1 0 0.01 0.025
0.1417 1 0 0.01 0.025
0.1418 1 0 0.01 0.025
0.1419 1 0 0.01 0.025
0.142 1 0 0.01 0.025
0.1421 1 0 0.01 0.025
0.1422 1 0 0.01 0.025
0.1423 1 0 0.01 0.025
0.1424 1 0 0.01 0.025
0.1425 1 0 0.01 0.025
0.1426 1 0 0.01 0.025
0.1427 1 0 0.01 0.025
0.1428 1 0 0.01 0.025
0.1429 1 0 0.01 0.025
0.143 1 0 0.01 0.025
0.1431 1 0 0.01 0.025
0.1432 1 0 0.01 0.025
0.1433 1 0 0.01 0.025
0.1434 1 0 0.01 0.025
0.1435 1 0 0.01 0.025
0.1436 1 0 0.01 0.025
0.1437 1 0 0.01 0.025
0.1438 1 0 0.01 0.025
0.1439 1 0 0.01 0.025
0.144 1 0 0.01 0.025
0.1441 1 0 0.01 0.025
0.1442 1 0 0.01 0.025
0.1443 1 0 0.01 0.025
0.1444 1 0 0.01 0.025
0.1445 1 0 0.01 0.025
0.1446 1 0 0.01 0.025
0.1447 1 0 0.01 0.025
0.1448 1 0 0.01 0.025
0.1449 1 0 0.01 0.025
0.145 1 0 0.01 0.025
0.1451 1 0 0.01 0.025
0.1452 1 0 0.01 0.025
0.1453 1 0 0.01 0.025
0.1454 1 0 0.01 0.025
0.1455 1 0 0.01 0.025
0.1456 1 0 0.01 0.025
0.1457 1 0 0.01 0.025
0.1458 1 0 0.01 0.025
0.1459 1 0 0.01 0.025
0.146 1 0 0.01 0.025
0.1461 1 0 0.01 0.025
0.1462 1 0 0.01 0.025
0.1463 1 0 0.01 0.025
0.1464 1 0 0.01 0.025
0.1465 1 0 0.01 0.025
0.1466 1 0 0.01 0.025
0.1467 1 0 0.01 0.025
0.1468 1 0 0.01 0.025
0.1469 1 0 0.01 0.025
0.147 1 0 0.01 0.025
0.1471 1 0 0.01 0.025
0.1472 1 0 0.01 0.025
0.1473 1 0 0.01 0.025
0.1474 1 0 0.01 0.025
0.1475 1 0 0.01 0.025
0.1476 1 0 0.01 0.025
0.1477 1 0 0.01 0.025
0.1478 1 0 0.01 0.025
0.1479 1 0 0.01 0.025
0.148 1 0 0.01 0.025
0.1481 1 0 0.01 0.025
0.1482 1 0 0.01 0.025
0.1483 1 0 0.01 0.025
0.1484 1 0 0.01 0.025
0.1485 1 0 0.01 0.025
0.1486 1 0 0.01 0.025
0.1487 1 0 0.01 0.025
0.1488 1 0 0.01 0.025
0.1489 1 0 0.01 0.025
0.149 1 0 0.01 0.025
0.1491 1 0 0.01 0.025
0.1492 1 0 0.01 0.025
0.1493 1 0 0.01 0.025
0.1494 1 0 0.01 0.025
0.1495 1 0 0.01 0.025
0.1496 1 0 0.01 0.025
0.1497 1 0 0.01 0.025
0.1498 1 0 0.01 0.025
0.1499 1 0 0.01 0.025
0.15 1 0 0.01 0.025
0.1501 1 0 0.01 0.025
0.1502 1 0 0.01 0.025
0.1503 1 0 0.01 0.025
0.1504 1 0 0.01 0.025
0.1505 1 0 0.01 0.025
0.1506 1 0 0.01 0.025
0.1507 1 0 0.01 0.025
0.1508 1 0 0.01 0.025
0.1509 1 0 0.01 0.025
0.151 1 0 0.01 0.025
0.1511 1 0 0.01 0.025
0.1512 1 0 0.01 0.025
0.1513 1 0 0.01 0.025
0.1514 1 0 0.01 0.025
0.1515 1 0 0.01 0.025
0.1516 1 0 0.01 0.025
0.1517 1 0 0.01 0.025
0.1518 1 0 0.01 0.025
0.1519 1 0 0.01 0.025
0.152 1 0 0.01 0.025
0.1521 1 0 0.01 0.025
0.1522 1 0 0.01 0.025
0.1523 1 0 0.01 0.025
0.1524 1 0 0.01 0.025
0.1525 1 0 0.01 0.025
0.1526 1 0 0.01 0.025
0.1527 1 0 0.01 0.025
0.1528 1 0 0.01 0.025
0.1529 1 0 0.01 0.025
0.153 1 0 0.01 0.025
0.1531 1 0 0.01 0.025
0.1532 1 0 0.01 0.025
0.1533 1 0 0.01 0.025
0.1534 1 0 0.01 0.025
0.1535 1 0 0.01 0.025
0.1536 1 0 0.01 0.025
0.1537 1 0 0.01 0.025
0.1538 1 0 0.01 0.025
0.1539 1 0 0.01 0.025
0.154 1 0 0.01 0.025
0.1541 1 0 0.01 0.025
0.1542 1 0 0.01 0.025
0.1543 1 0 0.01 0.025
0.1544 1 0 0.01 0.025
0.1545 1 0 0.01 0.025
0.1546 1 0 0.01 0.025
0.1547 1 0 0.01 0.025
0.1548 1 0 0.01 0.025
0.1549 1 0 0.01 0.025
0.155 1 0 0.01 0.025
0.1551 1 0 0.01 0.025
0.1552 1 0 0.01 0.025
0.1553 1 0 0.01 0.025
0.1554 1 0 0.01 0.025
0.1555 1 0 0.01 0.025
0.1556 1 0 0.01 0.025
0.1557 1 0 0.01 0.025
0.1558 1 0 0.01 0.025
0.1559 1 0 0.01 0.025
0.156 1 0 0.01 0.025
0.1561 1 0 0.01 0.025
0.1562 1 0 0.01 0.025
0.1563 1 0 0.01 0.025
0.1564 1 0 0.01 0.025
0.1565 1 0 0.01 0.025
0.1566 1 0 0.01 0.025
0.1567 1 0 0.01 0.025
0.1568 1 0 0.01 0.025
0.1569 1 0 0.01 0.025
0.157 1 0 0.01 0.025
0.1571 1 0 0.01 0.025
0.1572 1 0 0.01 0.025
0.1573 1 0 0.01 0.025
0.1574 1 0 0.01 0.025
0.1575 1 0 0.01 0.025
0.1576 1 0 0.01 0.025
0.1577 1 0 0.01 0.025
0.1578 1 0 0.01 0.025
0.1579 1 0 0.01 0.025
0.158 1 0 0.01 0.025
0.1581 1 0 0.01 0.025
0.1582 1 0 0.01 0.025
0.1583 1 0 0.01 0.025
0.1584 1 0 0.01 0.025
0.1585 1 0 0.01 0.025
0.1586 1 0 0.01 0.025
0.1587 1 0 0.01 0.025
0.1588 1 0 0.01 0.025
0.1589 1 0 0.01 0.025
0.159 1 0 0.01 0.025
0.1591 1 0 0.01 0.025
0.1592 1 0 0.01 0.025
0.1593 1 0 0.01 0.025
0.1594 1 0 0.01 0.025
0.1595 1 0 0.01 0.025
0.1596 1 0 0.01 0.025
0.1597 1 0 0.01 0.025
0.1598 1 0 0.01 0.025
0.1599 1 0 0.01 0.025
0.16 1 0 0.01 0.025
0.1601 1 0 0.01 0.025
0.1602 1 0 0.01 0.025
0.1603 1 0 0.01 0.025
0.1604 1 0 0.01 0.025
0.1605 1 0 0.01 0.025
0.1606 1 0 0.01 0.025
0.1607 1 0 0.01 0.025
0.1608 1 0 0.01 0.025
0.1609 1 0 0.01 0.025
0.161 1 0 0.01 0.025
0.1611 1 0 0.01 0.025
0.1612 1 0 0.01 0.025
0.1613 1 0 0.01 0.025
0.1614 1 0 0.01 0.025
0.1615 1 0 0.01 0.025
0.1616 1 0 0.01 0.025
0.1617 1 0 0.01 0.025
0.1618 1 0 0.01 0.025
0.1619 1 0 0.01 0.025
0.162 1 0 0.01 0.025
0.1621 1 0 0.01 0.025
0.1622 1 0 0.01 0.025
0.1623 1 0 0.01 0.025
0.1624 1 0 0.01 0.025
0.1625 1 0 0.01 0.025
0.1626 1 0 0.01 0.025
0.1627 1 0 0.01 0.025
0.1628 1 0 0.01 0.025
0.1629 1 0 0.01 0.025
0.163 1 0 0.01 0.025
0.1631 1 0 0.01 0.025
0.1632 1 0 0.01 0.025
0.1633 1 0 0.01 0.025
0.1634 1 0 0.01 0.025
0.1635 1 0 0.01 0.025
0.1636 1 0 0.01 0.025
0.1637 1 0 0.01 0.025
0.1638 1 0 0.01 0.025
0.1639 1 0 0.01 0.025
0.164 1 0 0.01 0.025
0.1641 1 0 0.01 0.025
0.1642 1 0 0.01 0.025
0.1643 1 0 0.01 0.025
0.1644 1 0 0.01 0.025
0.1645 1 0 0.01 0.025
0.1646 1 0 0.01 0.025
0.1647 1 0 0.01 0.025
0.1648 1 0 0.01 0.025
0.1649 1 0 0.01 0.025
0.165 1 0 0.01 0.025
0.1651 1 0 0.01 0.025
0.1652 1 0 0.01 0.025
0.1653 1 0 0.01 0.025
0.1654 1 0 0.01 0.025
0.1655 1 0 0.01 0.025
